,index,name,categories,latitude,longitude,neighborhood,NPU
0,0,CFA  Cafe,Café,33.61334689490348,-84.48928244340222,,P
1,1,Tropical Cuisine,Caribbean Restaurant,33.62208301876806,-84.47659782473194,,P
2,2,College Park Crab Pot,Seafood Restaurant,33.61577075550143,-84.47607467180033,,P
3,3,Bojangles' Famous Chicken 'n Biscuits,Fast Food Restaurant,33.615125,-84.472216,,P
4,4,Big Daddy's Dish,Southern / Soul Food Restaurant,33.603378307449,-84.47293649559136,,P
5,5,LA Fitness,Gym / Fitness Center,33.61083304190771,-84.46179731888478,,P
6,6,Yasins Homestyle Seafood,Seafood Restaurant,33.61022983509784,-84.47090461822481,,P
7,7,Backstage Night Club & Lounge,Nightclub,33.61694834943027,-84.4715758172479,,P
8,8,Grown Folks Cafe,Nightclub,33.60560034491256,-84.47219785259487,,P
9,9,Cozumel The Mexican Cantina,Mexican Restaurant,33.61759899701375,-84.47228160313462,,P
10,10,Madhouse Sports Bar & Grill,Sports Bar,33.61164459369106,-84.47154520704898,,P
11,11,Kilroy's Package Store,Liquor Store,33.622651123982294,-84.47540527737316,,P
12,12,Zab-E-Lee Thai & Sushi,Thai Restaurant,33.623657961513366,-84.47635968325763,,P
13,13,Dairy Queen,Fast Food Restaurant,33.63767012385252,-84.46158438920975,,R
14,14,Golden Krust Caribbean Bakery and Grill,Caribbean Restaurant,33.59092674958568,-84.46887717503206,,P
15,15,Camp Creek World of Beverages,Liquor Store,33.657392954544385,-84.51187386910071,,P
16,16,Nancy's Chicago Pizza,Pizza Place,33.65769947013644,-84.50046908294554,,P
17,17,National Car Rental,Rental Car Location,33.6398924,-84.4642402,,R
18,18,Welcome All Park,Park,33.631242776697995,-84.52682928836462,,P
19,19,Piece of Cake,Bakery,33.6562182533563,-84.5139461567595,,P
20,20,Walgreens,Pharmacy,33.5883285,-84.4684741,,P
21,21,Atlanta Airport Marriott,Hotel,33.6260609,-84.4606404,,R
22,22,Chick-fil-A,Fast Food Restaurant,33.6564559,-84.501688,,P
23,23,Kravn Wings,Wings Joint,33.615833760502376,-84.461491971769,,R
24,24,Jason's Deli,Deli / Bodega,33.6558441959347,-84.50939719553521,,P
25,25,RaceTrac,Gas Station,33.653822,-84.504155,,P
26,26,Subway,Sandwich Place,33.62222451472084,-84.50240871104984,,P
27,27,Subway,Sandwich Place,33.59706371959,-84.4984480345501,,P
28,28,Dollar Tree,Discount Store,33.657936105990906,-84.49943051882782,,P
29,29,Courtyard Atlanta Airport West,Hotel,33.65490999626373,-84.49978782795824,,P
30,30,Rio Body Wax,Spa,33.65659987917157,-84.50960630207466,,P
31,31,The Juicy Crab,Seafood Restaurant,33.65795973816715,-84.50159754149725,,P
32,32,Five Guys,Burger Joint,33.655038146128355,-84.50720062770608,,P
33,33,Waffle House,Breakfast Spot,33.623178341628034,-84.47395990704305,,P
34,34,Movies ATL (AMC 14),Movie Theater,33.657822483087955,-84.51059507491658,,P
35,35,Massage Envy - Camp Creek,Spa,33.656842417732015,-84.5097741865082,,P
36,36,BJ's Wholesale Club,Warehouse Store,33.658907472445435,-84.5048180556548,,P
37,37,Starship Enterprises,Miscellaneous Shop,33.60923948869771,-84.4706835685148,,P
38,38,LA Fitness,Gym / Fitness Center,33.656840044622896,-84.50830230084745,,P
39,39,Zaxby's Chicken Fingers & Buffalo Wings,Fried Chicken Joint,33.588604,-84.471832,,P
40,40,Publix,Grocery Store,33.65619973224598,-84.51078007336898,,P
41,41,Spoons Sports Bar,BBQ Joint,33.61828328472842,-84.47252984819835,,P
42,42,RaceTrac,Gas Station,33.648493,-84.463013,Airport South,R
43,43,DSW Designer Shoe Warehouse,Shoe Store,33.656955,-84.509242,,P
44,44,Starbucks Marriott Airport Hotel,Coffee Shop,33.626256035069794,-84.46032146540038,,R
45,45,Walgreens,Pharmacy,33.65630769131411,-84.51328918758918,,P
46,46,Pizza Bar,Pizza Place,33.65485777777627,-84.50560849185052,,P
47,47,Smoothie King,Smoothie Shop,33.586774083530514,-84.47222471237183,,P
48,48,Old National Discount Mall,Flea Market,33.61552988060527,-84.47509307490523,,P
49,49,Family Dollar,Discount Store,33.62273278644753,-84.5016250758102,,P
50,20,QuikTrip,Convenience Store,33.60871847798547,-84.43541160327722,,Z
51,22,The Corner Grille,Restaurant,33.651016516417805,-84.44975348752914,,X
52,24,Voya Bistro,Bar,33.62635112651926,-84.46041750654436,,R
53,25,Renaissance Atlanta Airport Gateway Hotel,Hotel,33.644120136600144,-84.45527401586912,,R
54,26,Varasano's Pizza,Pizza Place,33.64082065063238,-84.43962564033944,,X
55,27,Delta Sky Club,Airport Lounge,33.6410332522783,-84.43597693664228,,X
56,29,Zimbabwe: A Tradition in Stone,Art Gallery,33.64074521002435,-84.4425388597648,,X
57,30,Chicken & Beer,Fried Chicken Joint,33.638494329766836,-84.42931835167796,,Z
58,31,Atlanta Airport Marriott Gateway,Hotel,33.6442308,-84.4553054,,R
59,32,A Walk Through Atlanta History,Art Gallery,33.640806960249776,-84.4330108015916,,Z
60,33,Hot Cafe,Thai Restaurant,33.611082316584834,-84.43631087270174,,Z
61,35,Starbucks,Coffee Shop,33.640891019506924,-84.44476896024125,,X
62,37,Kiehl's,Cosmetics Shop,33.640772153589545,-84.43577446385616,,X
63,38,Martini's,Hotel Bar,33.626839835597245,-84.45746895781883,,R
64,39,SkyTrain Station: Rental Car Center,Tram Station,33.639782193468776,-84.4635035732549,,R
65,40,Fresh Healthy Cafe,Snack Place,33.64273259262432,-84.43259487705545,,X
66,41,L'Occitane en Provence,Cosmetics Shop,33.64271736499331,-84.43914081455947,,X
67,42,Noodle,Asian Restaurant,33.65440541636192,-84.44965046221365,,X
68,43,Delta Sky Club,Airport Lounge,33.64188240778042,-84.4326535765314,,Z
69,44,Burger Theory,Burger Joint,33.627974153316934,-84.45235047743255,,R
70,46,P.F. Chang's,Chinese Restaurant,33.64071556171471,-84.43928128477637,,X
71,47,Delta Sky Club,Airport Lounge,33.64054190775786,-84.43917647847199,,X
72,48,Pinkberry,Frozen Yogurt Shop,33.638925,-84.439086,,X
73,49,Park'N Ticket,Parking,33.647917729091965,-84.45461847119697,,R
74,5,One Flew South Restaurant & Sushi Bar,Sushi Restaurant,33.64093541637026,-84.42590997894764,,Z
75,11,Aldi,Grocery Store,33.596542377265074,-84.42797631025314,,Z
76,16,Buka2,African Restaurant,33.60695015657187,-84.43491927837545,,Z
77,19,Five Guys,Burger Joint,33.642195925020374,-84.43255643129739,,Z
78,26,Ecco,Restaurant,33.6395414666171,-84.41976676290575,,Z
79,30,Delta Sky Club,Airport Lounge,33.64012851189849,-84.41970810597721,,Z
80,33,Dollar General,Discount Store,33.60176005668626,-84.43092640647409,,Z
81,34,Café Intermezzo,Café,33.64077945058011,-84.43563223133248,,X
82,38,Delta Sky Club,Airport Lounge,33.640338628031316,-84.42484080791473,,Z
83,40,Chick-fil-A,Fast Food Restaurant,33.640942,-84.439541,,X
84,42,Freshens,Juice Bar,33.642254753720074,-84.43920952295812,,X
85,43,Papi's Cuban and Caribbean Grill,Caribbean Restaurant,33.64000911686688,-84.44266448204162,,X
86,47,The Sky Deck,Roof Deck,33.640013746701975,-84.42012206849685,,Z
87,48,Subway Concourse E,Sandwich Place,33.64085888938006,-84.42632411809494,,Z
88,4,Don Burrito Grill,Burrito Place,33.620569052452936,-84.39705777173457,,Z
89,9,Market Grocery Co.,Grocery Store,33.619664649458485,-84.3887932120475,,Z
90,13,Comfort Suites,Motel,33.6168752,-84.4055401,,Z
91,20,The Club at ATL,Travel Lounge,33.640461313580076,-84.41918758483048,,Z
92,23,Delta Flight Museum,Museum,33.656201228272415,-84.42214484894274,,X
93,25,Atlanta State Farmers Market,Farmers Market,33.620261409800605,-84.39525039420727,,Z
94,27,Grindhouse Killer Burger,Burger Joint,33.64245674933391,-84.42939049742039,,Z
95,32,Chick-fil-A,Fast Food Restaurant,33.6563816,-84.4040053,,Z
96,35,Pit Boss BBQ,BBQ Joint,33.65836996168346,-84.41721838910712,,X
97,36,Volare,Italian Restaurant,33.65889960673664,-84.40881692648153,,Z
98,37,IHOP,Breakfast Spot,33.65366505728827,-84.39737447621485,,Z
99,38,Zesto Drive-Ins,Fast Food Restaurant,33.619157865453694,-84.38362986176,,Z
100,40,Chick-fil-A,Fast Food Restaurant,33.656296,-84.424104,,X
101,42,Drip Coffee Shop,Coffee Shop,33.65890087190095,-84.40870151068687,,Z
102,45,Paschal's Express,Southern / Soul Food Restaurant,33.640769016459394,-84.43624661023807,,X
103,46,Grecian Gyro,Greek Restaurant,33.659000213804376,-84.41705301404,,X
104,47,Delta 747 Museum,Museum,33.656962,-84.421723,,X
105,48,Delta Sky Club,Airport Lounge,33.64211312732959,-84.42930302804857,,Z
106,49,Fresh To Order,Sandwich Place,33.64078496799341,-84.43605481137823,,X
107,5,Forest Park Army Navy Store,Sporting Goods Shop,33.6202888484156,-84.3617543337842,,Z
108,8,Pho Dai Loi - Forest Park,Vietnamese Restaurant,33.64387375498953,-84.36403561530216,,Z
109,11,Chick-fil-A,Fast Food Restaurant,33.6190353,-84.3517361,,Z
110,12,Starr park,Park,33.618335232710194,-84.36662979436238,,Z
111,14,Grecian Gyro,Greek Restaurant,33.63073802727157,-84.38631712636993,,Z
112,15,Golden Gate,Chinese Restaurant,33.63584796380687,-84.35963300561288,,Z
113,18,"Range, Guns & Safes",Sporting Goods Shop,33.62843154126965,-84.39909002362704,,Z
114,22,Kimpton Overland Hotel,Hotel,33.65272345168233,-84.40053064972017,,Z
115,24,Jimmy John's,Sandwich Place,33.63029266002558,-84.38559709763814,,Z
116,27,Jersey Mike's Subs,Sandwich Place,33.64020538330078,-84.4180679321289,,Z
117,29,Penske Truck Rental,Rental Car Location,33.61264066696247,-84.38027510050233,,Z
118,32,Scott Antique Market (Atlanta Expo Center South),Antique Shop,33.65064235504812,-84.36406019411818,,Z
119,33,Restaurant 356,Restaurant,33.6517714391016,-84.39866554426999,,Z
120,35,Pho Lanxang,Asian Restaurant,33.63023358944029,-84.35681444939306,,Z
121,37,Mami's La Cubana,Caribbean Restaurant,33.65847996493714,-84.40806902078579,,Z
122,38,J. Buffalos House,Restaurant,33.61488059038563,-84.34907427173799,,Z
123,41,Little Giant Farmer's Market,Farmers Market,33.5823857288338,-84.380031413494,,Z
124,42,Sombreros Mexican Cantina,Mexican Restaurant,33.655680799039104,-84.40236514572337,,Z
125,43,Corner Tavern,Bar,33.65814128579303,-84.40760635174054,,Z
126,44,Crest Package Store,Liquor Store,33.65429386232922,-84.4006781012216,,Z
127,45,Kiehl's,Cosmetics Shop,33.63985365741268,-84.41967683056635,,Z
128,46,Streatery - Peachtree,Food Truck,33.639718317015124,-84.4325265720795,,Z
129,47,Lake City International Farmers Market,Grocery Store,33.61272024141653,-84.34791402969691,,Z
130,48,Pandora,Jewelry Store,33.641284110515606,-84.42593173976229,,Z
131,49,Best Western Plus Atlanta Airport-East,Hotel,33.65420897495376,-84.39719035719463,,Z
132,11,Anne & Bill's Restaurant,Southern / Soul Food Restaurant,33.61869893954383,-84.35568428401746,,Z
133,14,Walgreens,Pharmacy,33.600083445680305,-84.33989524841309,,Z
134,17,Scott Antique Market (Atlanta Expo Center North),Antique Shop,33.65551944087731,-84.36625099825703,,Z
135,18,The Chicken House,Mexican Restaurant,33.62144707964295,-84.35297001910313,,Z
136,19,Wholesale Food Outlet,Convenience Store,33.62102739321301,-84.3542505588042,,Z
137,22,The Home Depot,Hardware Store,33.64889514807436,-84.36764001846313,,Z
138,23,Dollar General,Discount Store,33.612719,-84.348443,,Z
139,25,Dollar Tree,Discount Store,33.6333878543978,-84.3579589271989,,Z
140,26,Kroger,Supermarket,33.6003028,-84.3369326,,Z
141,27,Holiday Bottle Shop,Liquor Store,33.590263259271794,-84.3645656794112,,Z
142,28,Quality Fresh Seafood,Seafood Restaurant,33.58765869689589,-84.37772938857145,,Z
143,30,Family Dollar,Discount Store,33.625401,-84.355609,,Z
144,31,Baskin-Robbins,Ice Cream Shop,33.60057893659988,-84.33989544870846,,Z
145,32,Benefield's Eatery & Saloon,American Restaurant,33.58275746956969,-84.37635006909042,,Z
146,33,KFC,Fried Chicken Joint,33.62018617624898,-84.3525144926424,,Z
147,34,CVS pharmacy,Pharmacy,33.61749256027729,-84.35698920353191,,Z
148,35,American Deli,American Restaurant,33.63088444963139,-84.38620737706196,,Z
149,36,Funtime Bowl,Bowling Alley,33.62238476742344,-84.35341104161762,,Z
150,37,Little Caesars Pizza,Pizza Place,33.61925105661074,-84.3632585387684,,Z
151,38,Subway,Sandwich Place,33.631825610268805,-84.35740633918347,,Z
152,39,Piggly Wiggly,Grocery Store,33.62428,-84.3551,,Z
153,40,FedEx Ship Center,Shipping Store,33.634112734041025,-84.39231634140015,,Z
154,41,Family Dollar,Discount Store,33.64549,-84.36393,,Z
155,42,Dunkin',Donut Shop,33.6005536598711,-84.3399956668436,,Z
156,43,W.H. Reynolds Memorial Nature Preserve,Park,33.601043752445115,-84.3471121987247,,Z
157,44,Waffle House,Breakfast Spot,33.61857033973863,-84.38667763217785,,Z
158,45,Dollar Tree,Discount Store,33.600726422763664,-84.33749405278708,,Z
159,46,Food Depot,Grocery Store,33.59086453914642,-84.3648236989975,,Z
160,47,Church's Chicken,Fried Chicken Joint,33.6326296143928,-84.35712394448477,,Z
161,48,National Archives at Atlanta,History Museum,33.59771878835111,-84.33770735451361,,Z
162,49,Firestone Complete Auto Care,Automotive Shop,33.620136,-84.3519,,Z
163,14,Jerk Palace,Caribbean Restaurant,33.585311708612174,-84.33916221843457,,Z
164,17,Cook-Out,Burger Joint,33.584071889776105,-84.33979929109654,,Z
165,19,VN Pho,Vietnamese Restaurant,33.5816919950882,-84.34032764559893,,Z
166,21,Envegan,Vegetarian / Vegan Restaurant,33.582597,-84.336713,,Z
167,22,QuikTrip,Convenience Store,33.61135819206457,-84.2991621490809,,Z
168,23,Boba Theory,Bubble Tea Shop,33.58302005238971,-84.33864029695982,,Z
169,24,Trang Tien,Vietnamese Restaurant,33.58338863716617,-84.33650722964272,,Z
170,30,Cold Stone Creamery,Ice Cream Shop,33.582875,-84.340091,,Z
171,39,Redbox,Video Store,33.600217,-84.339245,,Z
172,40,Southern Comfort Restaurant & Lounge,Karaoke Bar,33.65713912897284,-84.33367197297791,,Z
173,46,Subway,Sandwich Place,33.600877243089265,-84.33922699308647,,Z
174,47,Popeyes Louisiana Kitchen,Fried Chicken Joint,33.60099470832329,-84.33924193694249,,Z
175,49,T-Mobile,Mobile Phone Shop,33.65539018797495,-84.3414617604393,,Z
176,2,Great American Hot Dog,Hot Dog Joint,33.611324429512024,-84.28647100925446,,Z
177,6,Rocky's Cafe and Pizza,Pizza Place,33.583247538748765,-84.3157222987272,,Z
178,9,Wendy's,Fast Food Restaurant,33.63425007479276,-84.29231956601143,,Z
179,21,Walmart Supercenter,Big Box Store,33.63611801061008,-84.29310059411748,,Z
180,25,Dollar General,Discount Store,33.58356924595993,-84.3146209950445,,Z
181,27,Dollar Tree,Discount Store,33.63524575937257,-84.29059880706052,,Z
182,29,Dollar Tree,Discount Store,33.5829627777778,-84.3121472222222,,Z
183,32,Popeyes Louisiana Kitchen,Fried Chicken Joint,33.63422,-84.29172,,Z
184,33,Hardee's,Fast Food Restaurant,33.63427460091779,-84.289647,,Z
185,37,Redbox,Video Store,33.589266,-84.337803,,Z
186,40,Waffle House,Breakfast Spot,33.63410605839249,-84.28933222336366,,Z
187,41,Family Dollar,Discount Store,33.59181,-84.294,,Z
188,42,Waffle House,Breakfast Spot,33.61205378211202,-84.30041891239338,,Z
189,43,Family Dollar,Discount Store,33.58332530373654,-84.31332267206486,,Z
190,44,Murphy USA,Gas Station,33.59072843699379,-84.3383223847359,,Z
191,48,McDonald's,Fast Food Restaurant,33.61180897892594,-84.3000013892496,,Z
192,3,Carl Rhodenizer - Rex Park,Basketball Court,33.589693940176794,-84.27624198337271,,Z
193,4,Walgreens,Pharmacy,33.6182094,-84.2470536,,Z
194,5,Zaxby's,Fried Chicken Joint,33.62943662453401,-84.25945268389638,,Z
195,8,Yellow Jacket Hot Dogs,Hot Dog Joint,33.619529749037916,-84.2456535647256,,Z
196,11,Dairy Queen Grill & Chill,Fast Food Restaurant,33.619123065707115,-84.24711427116392,,Z
197,18,BP,Gas Station,33.612875,-84.305,,Z
198,19,Bass Soul Food,BBQ Joint,33.633334,-84.295927,,Z
199,20,Villages of Ellenwood,Shopping Mall,33.6331623131892,-84.2797226626197,,Z
200,21,Shell,Gas Station,33.657617397464755,-84.28614154804305,,Z
201,22,Ft. Gillem Class VI store,Liquor Store,33.624482703161874,-84.32212829589844,,Z
202,23,Commissary,Grocery Store,33.62426829319226,-84.32856559753418,,Z
203,24,Cherone's Cafe,American Restaurant,33.58917166957691,-84.29322700049367,,Z
204,25,Fairview Community Park,Park,33.62698,-84.25592,,Z
205,26,Mcgee's emissions,Auto Garage,33.59854,-84.32159,,Z
206,27,Carrier Transicold,Home Service,33.60979581498836,-84.33135359642802,,Z
207,28,The Red Mill,History Museum,33.59354422908285,-84.26535647570721,,Z
208,29,Bouldercrest Park,Park,33.656707940783896,-84.29010693344831,,Z
209,30,China One,Chinese Restaurant,33.61751921162046,-84.24474208346268,,Z
210,31,World Wide of Wings,Wings Joint,33.6173688765148,-84.24460318984617,,Z
211,0,Zaxby's Chicken Fingers & Buffalo Wings,Fried Chicken Joint,33.618726,-84.243137,,Z
212,2,Ingles,Grocery Store,33.621766697317426,-84.2373870119073,,Z
213,7,Kroger,Supermarket,33.61927641027586,-84.23908442258835,,Z
214,8,The Home Depot,Hardware Store,33.6201269,-84.2329045,,Z
215,10,Subway,Sandwich Place,33.61995813362922,-84.23981151705372,,Z
216,12,Weeyums,American Restaurant,33.622356930390886,-84.23485498508524,,Z
217,13,CVS pharmacy,Pharmacy,33.62110470696259,-84.23640386679567,,Z
218,14,GNC,Supplement Shop,33.61958814520029,-84.2383629314475,,Z
219,15,Dollar General,Discount Store,33.622190384828656,-84.23515016102046,,Z
220,16,Domino's Pizza,Pizza Place,33.61969222544596,-84.24336232246333,,Z
221,18,Little Caesars Pizza,Pizza Place,33.621397693430126,-84.23541293013346,,Z
222,20,Redbox,Video Store,33.620395,-84.239292,,Z
223,21,Pizza Hut,Pizza Place,33.622474,-84.234846,,Z
224,22,Budget Rent A Car,Rental Car Location,33.61678730903258,-84.23864397297942,,Z
225,25,Family Dollar,Discount Store,33.620318087447956,-84.24065744702972,,Z
226,26,McDonald's,Fast Food Restaurant,33.61992861006002,-84.23596903681761,,Z
227,29,Snap Fitness,Gym,33.620045867212745,-84.23941010091873,,Z
